pays;volet;indicateur;valeur;unite_devise;annee_perimetre;source_nom;url;date_consultation;divergence_notes
Sénégal;souverain;Dette publique extérieure / PIB;56,4;% du PIB;fin 2022;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 projete : 59,3%. Chiffres pre-revision.
Sénégal;souverain;Dette publique intérieure / PIB;20,2;% du PIB;fin 2022;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 projete : 18,5%. Chiffres pre-revision.
Sénégal;souverain;Solde budgétaire global (dons compris) / PIB - chiffre CONNU à la signature;-6,6;% du PIB;2022, administration centrale;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Contre un seuil UEMOA de -3%. 2023 projete : -4,9%. Chiffres pre-revision.
Sénégal;souverain;Inflation (prix a la consommation, moyenne annuelle);9,7;%;2022;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Contre un seuil UEMOA de 3%. 2023 projete : 5,0%, egalement au-dessus du seuil.
Sénégal;souverain;Position du Sénégal vis-à-vis des critères UEMOA à la signature;3 des 4 criteres quantitatifs de premier rang non respectes sur l'exercice 2022 tel que connu en juin 2023 : deficit -6,6% (seuil -3%), inflation 9,7% (seuil 3%), dette publique large 76,6% (seuil 70%). Seule la dette de l'administration centrale seule (68,2%) passait sous le seuil.;synthese;2022, tel que publie en juillet 2023;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26) + UEMOA, Dynamique de convergence dans la zone UEMOA : du Pacte de 1999 aux nouveaux criteres (Acte additionnel n.01/2015/CCEG/UEMOA);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. Synthese de lecture, pas un chiffre publie comme tel. Apres revision (voir volet revision), le critere de dette etait deja viole des 2020 et le deficit d'un facteur quatre.
Sénégal;souverain;Risque de surendettement extérieur (DSA conjointe FMI-Banque mondiale);modere;classification;analyse jointe au CR 23/250, Conseil d'administration du 2023-06-26, publiee le 2023-07-07;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Verdict le plus proche de la date de signature (4 jours apres). Verbatim : 'Senegal is assessed to be at moderate risk of external and overall public debt distress, with limited space to absorb shocks.'
Sénégal;souverain;Risque de surendettement global (dette publique totale);modere;classification;DSA jointe au CR 23/250;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Granularite : 'Limited space to absorb shocks'. Application du jugement : non. Les notations sont inchangees par rapport au millesime precedent (juin 2022).
Sénégal;souverain;Capacité d'endettement (debt carrying capacity);"forte ; indicateur composite 3,15";classification / indice;DSA jointe au CR 23/250, sur base WEO avril 2023 et score CPIA Banque mondiale 2021;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;
Sénégal;souverain;Dépassements de seuil signalés dès le scénario de référence;2 depassements ponctuels marginaux : service de la dette exterieure / exportations en 2026, et valeur actualisee de la dette publique totale / PIB en 2023;n.a.;DSA jointe au CR 23/250;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Verbatim : 'All risk indicators breach their threshold under the sensitivity analysis.' Le corps du rapport (p. 8) ajoute : 'the present value of public debt payments and debt service to exports ratios have edged up nearing levels associated with high risk of debt distress'.
Sénégal;souverain;Risques identifiés d'un passage en risque élevé;"non-mise en oeuvre du programme de reformes ; retards de la production d'hydrocarbures ; durcissement des conditions de financement de marche ; 'further depreciation of the CFA' ; impacts climatiques plus severes";n.a.;DSA jointe au CR 23/250;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;La depreciation du FCFA (contre le dollar, via l'euro) est explicitement citee comme facteur de risque de surendettement.
Sénégal;souverain;VA de la dette extérieure PPG / PIB;50,3;% du PIB;2022, DSA;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 : 52,7%.
Sénégal;souverain;VA de la dette extérieure PPG;14,0;milliards USD;2022, DSA;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 : 16,2 Md USD.
Sénégal;souverain;VA de la dette extérieure totale / PIB;72,0;% du PIB;2022, DSA (public + prive);FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 : 73,8%.
Sénégal;souverain;Taux d'intérêt effectif moyen sur la dette extérieure PPG;3,6;%;2022, DSA;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 projete : 3,9%.
Sénégal;souverain;Élément-don des nouveaux emprunts publics;11,4;%;2022, DSA;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 projete : 15,5%.
Sénégal;revision;Encours total de la dette de l'administration centrale budgétaire (reconstitué);15 011,28;milliards FCFA;fin 2022, administration centrale budgetaire, reconstitution ex post;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;Tableau n.40 p. 44. Contre 11 782,70 Mds FCFA affiches dans les documents de reddition (base loi de reglement). Dont 1 477,35 Mds de dette bancaire contractee sans autorisation parlementaire ('hors cadrage').
Sénégal;revision;Encours total de la dette de l'administration centrale budgétaire (reconstitué);18 558,91;milliards FCFA;fin 2023;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;Contre 13 854,25 Mds FCFA affiches. Dont 2 096,46 Mds de dette bancaire hors cadrage.
Sénégal;revision;Ratio dette administration centrale / PIB - AFFICHÉ;67,99;% du PIB;fin 2022, base loi de reglement;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;2023 affiche : 74,41%.
Sénégal;revision;Ratio dette administration centrale / PIB - RECONSTITUÉ ex post;86,62;% du PIB;fin 2022, encours total reconstitue;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;DIVERGENCE CENTRALE DU DOSSIER : ecart de -18,63 points de PIB par rapport au chiffre affiche. Fin 2023 : 99,67% reconstitue contre 74,41% affiche, soit -25,27 points. Le critere UEMOA de 70% etait deja viole des 2020 (75,50% reconstitue contre 63,06% affiche).
Sénégal;revision;Ratio dette administration centrale / PIB - RECONSTITUÉ ex post;99,67;% du PIB;fin 2023, encours total reconstitue;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;Verbatim : 'L'encours total de la dette de l'administration centrale budgetaire s'eleve a 18 558,91 milliards de FCFA, au 31 decembre 2023, et represente 99,67% du PIB.'
Sénégal;revision;Déficit budgétaire / PIB - AFFICHÉ (base TOFE);6,08;% du PIB (deficit);2022;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;2023 affiche : 4,90%.
Sénégal;revision;Déficit budgétaire / PIB - RECALCULÉ ex post;12,65;% du PIB (deficit);2022, deficit reconstitue par la Cour des comptes;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;Tableau n.39 p. 43. Ecart de 6,56 points. 2023 : 12,30% recalcule contre 4,90% affiche, ecart 7,40 points. Soit un depassement du critere UEMOA (3%) d'un facteur quatre.
Sénégal;revision;Déficit budgétaire / PIB - RECALCULÉ ex post;12,30;% du PIB (deficit);2023;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;
Sénégal;revision;Dette brute des administrations publiques / PIB (millésime WEO courant);104,7;% du PIB;2022, administrations publiques au sens WEO;FMI, base World Economic Outlook (via IMF DataMapper API), millesime courant;https://www.imf.org/external/datamapper/api/v1/GGXWDG_NGDP;2026-09-08;"A comparer aux 76,6% publies par le FMI lui-meme en juillet 2023 pour la meme annee : ecart de 28 points de PIB. Perimetre WEO plus large que l'administration centrale de la Cour des comptes ; les deux series convergent sur le sens et l'ampleur de la revision, pas sur le niveau exact."
Sénégal;revision;Dette brute des administrations publiques / PIB (millésime WEO courant);118,4;% du PIB;2023;FMI, base World Economic Outlook (via IMF DataMapper API), millesime courant;https://www.imf.org/external/datamapper/api/v1/GGXWDG_NGDP;2026-09-08;Contre 77,7% projetes en juillet 2023 : ecart de 41 points de PIB. 2021 : 98,7%. 2024 : 132,4%.
Sénégal;revision;Portée pour l'appréciation de la situation à mi-2023;Le verdict 'risque modere' du FMI, rendu le 2023-06-26 soit 4 jours apres la signature du JETP, reposait sur des donnees sous-declarees. Reconstituee ex post, la dette de l'administration centrale etait a ~87% du PIB fin 2022 et ~100% fin 2023, et le deficit a -12,7% et -12,3% respectivement.;n.a.;2022-2023, apprecies ex post;Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025 + FMI, base World Economic Outlook (via IMF DataMapper API), millesime courant;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;Fait notable distinct, avec sa propre source et sa propre date (fevrier 2025). Corroboration secondaire : Bretton Woods Project, 'Senegal's hidden debt sparks questions about IMF's oversight', 2025-12-11 (https://www.brettonwoodsproject.org/2025/12/senegals-hidden-debt-sparks-questions-about-imfs-oversight/) - dette 2023 declaree 74% contre 99% Cour des comptes, 118% fin 2024, degradation S&P a CCC+ le 2025-11-14.
Sénégal;souverain;Recettes budgétaires et dons;3 444;milliards FCFA;2022 (estimation), administration centrale, classification GFSM 2001;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Tableau 4 du CR 23/250. Soit 19,9% du PIB. Le rapport anterieur CR 23/20 estimait 3 587 Mds FCFA (21,0% du PIB).
Sénégal;souverain;Recettes budgétaires et dons;4 029;milliards FCFA;2023 (projection), administration centrale;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Soit 21,5% du PIB.
Sénégal;souverain;Recettes fiscales (impôts et taxes);3 136;milliards FCFA;2022 (estimation);FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Soit 18,2% du PIB. 2023 projete : 3 517 Mds FCFA (18,7% du PIB).
Sénégal;souverain;Dons budgétaires et projets;146;milliards FCFA;2022 (estimation);FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 projete : 308 Mds FCFA. Recettes hors dons 2022 = 3 298 Mds FCFA (calcul derive).
Sénégal;souverain;Service total de la dette publique en % des recettes;30,7;% des recettes;2022 (estimation);FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;Tableau 1. Le rapport anterieur CR 23/20 estimait 25,8% pour 2022 - divergence inter-millesimes FMI a signaler. 2023 projete : 32,5% (contre 31,2% dans CR 23/20).
Sénégal;souverain;Service de la dette PPG en % des recettes (DSA);18,9;%;2022, DSA;FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;2023 : 15,5%. Perimetre plus etroit que la ligne precedente (PPG seulement).
Sénégal;souverain;Paquet JETP en % des recettes budgétaires (recettes et dons);47,6;%;2022 (1 639,9 / 3 444);FMI, Senegal: Requests for an Extended Arrangement Under the EFF, an Arrangement Under the ECF and an Arrangement Under the RSF, IMF Country Report No. 23/250, publie le 2023-07-07 (Conseil d'administration du 2023-06-26);https://www.imf.org/en/-/media/files/publications/cr/2023/english/1senea2023002.pdf;2026-09-08;"CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. Sur recettes hors dons 2022 (3 298 Mds) : 49,7%. Sur recettes et dons 2023 (4 029) : 40,7% ; hors dons 2023 : 44,1%."
Sénégal;souverain;Service de la dette additionnel implicite si les 2,5 Md EUR étaient tirés intégralement en prêts, en % des recettes;non calculable sans hypothese non sourcee;n.a.;2022-2023;n.a.;n.a.;2026-09-08;"NON CALCULABLE. Le calcul exigerait un taux d'interet moyen, une maturite et un differe : aucun de ces parametres ne figure dans les documents publics du JETP senegalais. La declaration politique du 2023-06-22 ne ventile pas le paquet entre dons, prets concessionnels et prets commerciaux et n'annonce aucune condition financiere (verifie par lecture integrale des versions EN et FR). Ce que l'on peut dire sans hypothese : le taux d'interet effectif moyen sur la dette exterieure PPG etait de 3,6% en 2022 et 3,9% projete en 2023 ; l'element-don des nouveaux emprunts de 11,4% puis 15,5% ; et le service de la dette publique absorbait deja 30,7% des recettes en 2022 (toutes sources : FMI CR 23/250)."
Sénégal;change;Part du paquet libellée en euros;100;% du paquet;2023-06-22, declaration politique par. 12 ('2,5 milliards d'euros' / '2.5 billion euros');Declaration politique conjointe 'Partenariat pour une transition energetique juste au Senegal', 22 juin 2023, publiee par la Commission europeenne (DG INTPA);https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf;2026-09-08;Aucune tranche en USD ni en autre devise n'est mentionnee dans le texte officiel (verifie sur les versions EN et FR). Les mentions '2,7 Md USD' ou '2,9 Md USD' de la presse sont des conversions journalistiques, pas une part du paquet.
Sénégal;change;Part du paquet libellée en dollars;0;% du paquet;2023-06-22;Declaration politique conjointe 'Partenariat pour une transition energetique juste au Senegal', 22 juin 2023, publiee par la Commission europeenne (DG INTPA);https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf;2026-09-08;Aucune part en USD identifiee dans le texte officiel.
Sénégal;change;Risque de change sur le service de la dette du paquet;nul sur la part EUR (soit la totalite) : le FCFA est arrime a l'euro a parite fixe (655,957), avec garantie de convertibilite illimitee du Tresor francais;n.a.;2023-2026;Direction generale du Tresor (France), Les principes et modalites de fonctionnement de la cooperation monetaire;https://www.tresor.economie.gouv.fr/tresor-international/la-zone-franc/les-principes-et-modalites-de-fonctionnement-de-la-cooperation-monetaire;2026-09-08;Implication : la part en euros ne porte aucun risque de change pour un emprunteur dont les recettes sont en FCFA. Une part en dollars en porterait un integral, le FCFA flottant contre le dollar au gre du taux EUR/USD. Le FMI cite d'ailleurs 'further depreciation of the CFA' parmi les risques de surendettement (CR 23/250, DSA).
Sénégal;change;Risque de change résiduel au niveau des coûts de projet;reel : les equipements (panneaux solaires, batteries, systemes de controle) et une partie de la maintenance sont factures en dollars;n.a.;constat de janvier 2026 sur le plan d'investissement;NRGI (Diene, Sayne, Sagne, Diop), Making Senegal's JETP investment plan a feasible and equitable framework, janvier 2026, 16 p.;https://resourcegovernance.org/sites/default/files/2026-01/Making_Senegals_JETP_investment_plan_feasible_equitable_framework.pdf;2026-09-08;Verbatim NRGI : 'the equipment (solar panels, batteries, control systems) and some maintenance work are billed in dollars due to their global sourcing... This USD exposure can increase costs in the event of adverse EUR/USD exchange rate movements. Without euro indexation clauses in the power purchase agreements (PPAs) and without currency hedging/insurance products, the risk is a tariff increase to the detriment of consumers.' Asymetrie : le passif est en euro (risque nul), l'actif est achete en dollar (risque reel).
Sénégal;change;Taux de change FCFA/USD;605,13;FCFA pour 1 USD;juin 2023, moyenne mensuelle;BCE, taux de change de reference de l'euro, serie EXR.M.USD.EUR.SP00.A (655,957 divise par 1,0839863636364);https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?startPeriod=2023-06&endPeriod=2023-06&format=csvdata;2026-09-08;CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. Le FCFA/EUR etant fixe, le FCFA/USD se deduit exactement du taux EUR/USD. Cross-check : moyenne annuelle 2023 de la Banque mondiale (PA.NUS.FCRF) = 606,57 FCFA/USD - coherent.
Sénégal;change;Taux de change FCFA/USD;564,41;FCFA pour 1 USD;2026-09-07, cours de reference;BCEAO, Cours de reference des principales devises contre Franc CFA (releve du 2026-09-07);https://www.bceao.int/fr/cours/cours-de-reference-des-principales-devises-contre-Franc-CFA;2026-09-08;MESURE DIRECTE (cours BCEAO). Cross-check : cours BCEAO du 2026-09-08, achat 561,500 / vente 568,500, milieu 565,00. Cross-check BCE : moyenne mensuelle aout 2026 EUR/USD = 1,15931, soit 565,82 FCFA/USD.
Sénégal;change;Variation du taux FCFA/USD depuis la signature;-6,73;% (appreciation du FCFA contre l'USD);juin 2023 (605,13) a 2026-09-07 (564,41);BCE, taux de change de reference de l'euro, serie EXR.M.USD.EUR.SP00.A + BCEAO, Cours de reference des principales devises contre Franc CFA (releve du 2026-09-07);https://www.bceao.int/fr/cours/cours-de-reference-des-principales-devises-contre-Franc-CFA;2026-09-08;"CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. Sur la moyenne mensuelle d'aout 2026 (565,82) : -6,50%. Sens de la variation : le FCFA s'est APPRECIE contre le dollar ; une facture en USD coute donc ~6,5% de moins en FCFA qu'en juin 2023. L'amplitude est modeste au regard des monnaies flottantes de la region - effet protecteur de l'arrimage. Sur la part euro du paquet (soit la totalite), la variation de change est nulle par construction."
Sénégal;change;Taux de change FCFA/USD (moyenne annuelle);623,76;FCFA pour 1 USD;2022, moyenne annuelle officielle;Banque mondiale, World Development Indicators / International Debt Statistics (API v2, maj 2026-07-13);https://api.worldbank.org/v2/en/country/SEN/indicator/PA.NUS.FCRF?date=2020:2024&format=json;2026-09-08;2023 : 606,57. 2024 : 606,35.
Sénégal;besoin;Plan directeur du secteur énergie en vigueur en juin 2023;Lettre de politique de developpement du secteur de l'energie (LPDSE) 2019-2023;n.a.;2019-2023;Ministere du Petrole et des Energies, Rapport final - Revue a mi-parcours de la LPDSE 2019-2023, 11 mai 2022;https://energypedia.info/images/a/ad/Cadre_politique_RMP_LPDSE_2019-2023_VF.pdf;2026-09-08;"Etabli par deux sources : le plan d'investissement JETP (mai 2025) ecrit que 'la LPDSE 2024-2028 n'est pas encore disponible' ; et la declaration politique du 2023-06-22 (par. 10) annonce au futur l'integration des engagements dans la LPDSE 2024-2028."
Sénégal;besoin;Besoin d'investissement du plan énergétique national en vigueur à la signature;4 323,455;milliards FCFA (= 6,591 milliards EUR a la parite fixe);2019-2023 (5 ans), TOUT LE SECTEUR ENERGIE, hydrocarbures amont compris;Ministere du Petrole et des Energies, Rapport final - Revue a mi-parcours de la LPDSE 2019-2023, 11 mai 2022;https://energypedia.info/images/a/ad/Cadre_politique_RMP_LPDSE_2019-2023_VF.pdf;2026-09-08;Verbatim p. 10 : 'le budget de mise en oeuvre de la lettre de politique sectorielle du secteur de l'energie sur la periode 2019-2023 est evalue a 4.323.455.000.000 FCFA'. Source datee du 2022-05-11, soit 13 mois AVANT l'annonce JETP. Chiffre verifie a la source primaire.
Sénégal;besoin;Volet électricité du plan en vigueur (programmes P3+P4+P5);2 293,2;milliards FCFA (= 3,496 milliards EUR);2019-2023, amelioration du systeme d'offre d'electricite (42,06%) + acces a l'electricite (6,96%) + energies renouvelables (4,02%) = 53,04% du budget LPDSE;Ministere du Petrole et des Energies, Rapport final - Revue a mi-parcours de la LPDSE 2019-2023, 11 mai 2022;https://energypedia.info/images/a/ad/Cadre_politique_RMP_LPDSE_2019-2023_VF.pdf;2026-09-08;"CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. Somme de parts arrondies au centieme ; incertitude d'arrondi de l'ordre de +/-5 M EUR. Soit environ 699 M EUR/an."
Sénégal;besoin;Taux de mobilisation constaté du plan énergétique national;5,9;% du budget;au 2021-08-25, soit a mi-parcours de la LPDSE 2019-2023;Ministere du Petrole et des Energies, Rapport final - Revue a mi-parcours de la LPDSE 2019-2023, 11 mai 2022;https://energypedia.info/images/a/ad/Cadre_politique_RMP_LPDSE_2019-2023_VF.pdf;2026-09-08;Verbatim : 'un montant total de 256.251.976.448 FCFA a ete mobilise sur le budget de mise en oeuvre de la LPDSE 2019-2023 de 4.323.455.000.000 FCFA soit un taux de mobilisation de 5,9%'. Verifie a la source primaire.
Sénégal;besoin;Exécution financière réelle du secteur énergie;189,596;milliards FCFA (= 289 millions EUR);cumul a fin aout 2021, soit environ 2,7 ans de LPDSE 2019-2023, tout le secteur energie et toutes sources de financement;Ministere du Petrole et des Energies, Rapport final - Revue a mi-parcours de la LPDSE 2019-2023, 11 mai 2022;https://energypedia.info/images/a/ad/Cadre_politique_RMP_LPDSE_2019-2023_VF.pdf;2026-09-08;Verbatim : 'Un total de 189.596.102.554 FCFA a ete effectivement execute soit un taux d'execution financiere de 74%' (de l'enveloppe mobilisee). Soit environ 107 M EUR/an (calcul derive). MESURE DIRECTE LA PLUS SOLIDE de la capacite d'absorption senegalaise ANTERIEURE a juin 2023.
Sénégal;besoin;Débit annuel implicite du paquet JETP;500 a 833;millions EUR par an;2,5 Md EUR sur 5 ans (500 M/an) a 3 ans (833 M/an), selon la fenetre de la declaration politique;Declaration politique conjointe 'Partenariat pour une transition energetique juste au Senegal', 22 juin 2023, publiee par la Commission europeenne (DG INTPA);https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf;2026-09-08;CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. A comparer aux ~107 M EUR/an effectivement executes par le secteur energie senegalais sur la periode immediatement anterieure : un facteur 5 a 8.
Sénégal;besoin;Seuil au-delà duquel la capacité d'absorption est jugée dépassée;600;millions EUR par an;constat de janvier 2026 sur le profil de decaissement 2026-2027 du plan d'investissement JETP;NRGI (Diene, Sayne, Sagne, Diop), Making Senegal's JETP investment plan a feasible and equitable framework, janvier 2026, 16 p.;https://resourcegovernance.org/sites/default/files/2026-01/Making_Senegals_JETP_investment_plan_feasible_equitable_framework.pdf;2026-09-08;Verbatim p. 15 : 'The disbursement plan for Senegal's JETP anticipates a significant accumulation of funds (over 600 million euros per year) for 2026 and 2027, a level likely to exceed the current absorption capacity of national institutions (SENELEC, Ministry of Energy, electrification agencies)... this disbursement profile carries a risk of strain (delays related to limited human and administrative resources, liquidity pressures that could lead to increased reliance on bridge financing).' Observateur independant validant la these d'absorbabilite limitee.
