pays,cohorte,cohorte_debut,cohorte_fin,perimetre,horizon_ans,n_activites,engage_MUSD_const2024,decaisse_cumul_MUSD_const2024,taux_pondere_pct,taux_median_activite_pct,taux_q1_activite_pct,taux_q3_activite_pct,activites_exclues_censure
ZAF,2018-2021,2018,2021,"dons ODA, toutes modalites",2,39,87.52,30.86,35.26,95.7,34.27,100.0,0
ZAF,2018-2021,2018,2021,"dons ODA, toutes modalites",3,39,87.52,38.18,43.62,97.68,50.11,100.0,0
ZAF,2018-2021,2018,2021,"dons ODA, toutes modalites",4,29,63.37,26.09,41.17,99.52,80.51,100.0,10
ZAF,2018-2021,2018,2021,"prets ODA, type projet C01",0,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, type projet C01",1,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, type projet C01",2,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, type projet C01",3,6,677.31,0.0,0.0,0.0,0.0,0.0,0
ZAF,2018-2021,2018,2021,"prets ODA, type projet C01",4,6,677.31,16.15,2.38,0.0,0.0,3.21,0
ZAF,2018-2021,2018,2021,"dons ODA, type projet C01",0,29,84.3,3.76,4.46,27.0,0.0,100.0,0
ZAF,2018-2021,2018,2021,"dons ODA, type projet C01",1,29,84.3,10.97,13.02,47.59,0.0,100.0,0
ZAF,2018-2021,2018,2021,"dons ODA, type projet C01",2,29,84.3,27.84,33.03,50.0,28.35,100.0,0
ZAF,2018-2021,2018,2021,"dons ODA, type projet C01",3,29,84.3,35.06,41.6,67.88,32.46,100.0,0
ZAF,2018-2021,2018,2021,"dons ODA, type projet C01",4,22,61.77,24.56,39.77,98.84,36.24,100.0,7
ZAF,2018-2021,2018,2021,"tous instruments, type projet C01",0,60,1216.95,20.51,1.69,10.8,0.0,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, type projet C01",1,60,1216.95,87.31,7.17,48.8,0.0,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, type projet C01",2,60,1216.95,106.94,8.79,71.61,0.14,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, type projet C01",3,60,1216.95,168.93,13.88,75.21,17.93,100.0,0
ZAF,2018-2021,2018,2021,"tous instruments, type projet C01",4,49,1130.21,121.66,10.76,96.77,23.9,100.0,11
ZAF,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",0,71,2862.12,784.81,27.42,16.37,0.0,100.0,0
ZAF,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",1,71,2862.12,2090.22,73.03,77.2,15.43,100.0,0
ZAF,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",2,29,1460.04,882.05,60.41,46.11,0.42,100.0,42
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",0,4,1313.49,347.77,26.48,0.0,0.0,25.0,0
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",1,4,1313.49,1223.09,93.12,95.36,70.29,97.74,0
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",2,2,704.71,682.31,96.82,96.86,95.29,98.43,2
ZAF,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",0,38,141.87,14.23,10.03,13.13,0.2,53.8,0
ZAF,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",1,38,141.87,37.74,26.6,38.43,11.82,100.0,0
ZAF,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",2,19,91.67,22.31,24.34,37.02,9.98,87.86,19
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",0,2,398.96,347.77,87.17,50.0,25.0,75.0,0
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",1,2,398.96,347.77,87.17,50.0,25.0,75.0,0
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",2,1,347.77,347.77,100.0,100.0,100.0,100.0,1
ZAF,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",0,24,99.61,9.75,9.79,5.66,0.0,65.24,0
ZAF,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",1,24,99.61,24.33,24.43,33.75,0.0,100.0,0
ZAF,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",2,11,51.65,5.28,10.22,19.96,0.0,100.0,13
ZAF,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",0,49,1416.38,675.33,47.68,25.01,0.0,100.0,0
ZAF,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",1,49,1416.38,721.48,50.94,74.53,0.0,100.0,0
ZAF,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",2,19,958.27,425.66,44.42,66.67,0.0,100.0,30
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",0,2,914.53,0.0,0.0,0.0,0.0,0.0,0
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",1,2,914.53,875.32,95.71,95.36,94.54,96.17,0
ZAF,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",2,1,356.95,334.55,93.72,93.72,93.72,93.72,1
ZAF,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",0,267,11591.39,1124.69,9.7,52.85,0.0,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",1,267,11591.39,1855.4,16.01,93.63,5.37,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",2,267,11591.39,2503.88,21.6,96.77,16.88,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",3,267,11591.39,2951.14,25.46,97.99,18.87,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",4,267,11591.39,3773.49,32.55,97.99,18.87,100.0,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",0,20,2218.38,467.8,21.09,0.0,0.0,7.79,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",1,20,2218.38,827.39,37.3,0.0,0.0,63.28,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",2,20,2218.38,893.75,40.29,0.0,0.0,72.16,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",3,20,2218.38,961.41,43.34,0.0,0.0,94.86,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",4,20,2218.38,979.42,44.15,4.65,0.0,94.86,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",0,195,249.09,67.96,27.28,81.46,2.16,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",1,195,249.09,96.56,38.77,99.07,22.64,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",2,195,249.09,136.05,54.62,99.07,31.98,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",3,195,249.09,154.28,61.94,99.25,45.8,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",4,195,249.09,160.8,64.55,99.25,45.8,100.0,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, type projet C01",0,20,2218.38,467.8,21.09,0.0,0.0,7.79,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, type projet C01",1,20,2218.38,827.39,37.3,0.0,0.0,63.28,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, type projet C01",2,20,2218.38,893.75,40.29,0.0,0.0,72.16,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, type projet C01",3,20,2218.38,961.41,43.34,0.0,0.0,94.86,0
ZAF,reference 2006-2020,2006,2020,"prets ODA, type projet C01",4,20,2218.38,979.42,44.15,4.65,0.0,94.86,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, type projet C01",0,114,224.59,60.81,27.07,66.45,0.0,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, type projet C01",1,114,224.59,84.83,37.77,95.65,16.44,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, type projet C01",2,114,224.59,120.65,53.72,97.05,20.78,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, type projet C01",3,114,224.59,138.55,61.69,97.98,28.37,100.0,0
ZAF,reference 2006-2020,2006,2020,"dons ODA, type projet C01",4,114,224.59,145.06,64.59,97.98,28.37,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, type projet C01",0,179,4151.95,681.35,16.41,38.46,0.0,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, type projet C01",1,179,4151.95,1092.23,26.31,80.98,0.0,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, type projet C01",2,179,4151.95,1197.17,28.83,88.87,1.86,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, type projet C01",3,179,4151.95,1339.86,32.27,93.63,5.43,100.0,0
ZAF,reference 2006-2020,2006,2020,"tous instruments, type projet C01",4,179,4151.95,1364.37,32.86,94.0,7.31,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, toutes modalites",0,242,6490.71,249.32,3.84,78.6,0.0,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, toutes modalites",1,242,6490.71,355.75,5.48,96.04,0.7,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, toutes modalites",2,242,6490.71,486.81,7.5,97.57,5.61,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, toutes modalites",3,242,6490.71,673.44,10.38,98.12,13.28,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, toutes modalites",4,242,6490.71,808.67,12.46,98.38,25.77,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, toutes modalites",0,27,2338.58,125.64,5.37,0.0,0.0,0.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, toutes modalites",1,27,2338.58,174.59,7.47,0.39,0.0,3.74,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, toutes modalites",2,27,2338.58,287.07,12.28,1.33,0.0,20.94,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, toutes modalites",3,27,2338.58,446.81,19.11,8.58,0.0,43.5,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, toutes modalites",4,27,2338.58,568.57,24.31,14.66,0.0,53.29,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, toutes modalites",0,206,227.17,44.1,19.41,100.0,0.35,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, toutes modalites",1,206,227.17,71.02,31.26,100.0,27.04,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, toutes modalites",2,206,227.17,89.59,39.44,100.0,44.55,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, toutes modalites",3,206,227.17,116.48,51.27,100.0,52.57,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, toutes modalites",4,206,227.17,129.95,57.2,100.0,62.87,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, type projet C01",0,24,2058.0,39.31,1.91,0.0,0.0,0.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, type projet C01",1,24,2058.0,88.25,4.29,0.2,0.0,2.95,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, type projet C01",2,24,2058.0,200.73,9.75,1.33,0.0,8.29,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, type projet C01",3,24,2058.0,360.48,17.52,5.68,0.0,38.61,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, type projet C01",4,24,2058.0,482.24,23.43,8.72,0.0,51.13,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, type projet C01",0,49,89.08,15.76,17.69,5.04,0.0,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, type projet C01",1,49,89.08,24.41,27.4,48.48,0.0,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, type projet C01",2,49,89.08,28.97,32.52,52.87,0.0,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, type projet C01",3,49,89.08,35.59,39.95,78.64,0.0,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"dons ODA, type projet C01",4,49,89.08,38.41,43.12,79.86,0.0,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, type projet C01",0,74,2178.05,55.07,2.53,0.0,0.0,76.48,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, type projet C01",1,74,2178.05,112.66,5.17,2.07,0.0,88.08,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, type projet C01",2,74,2178.05,229.7,10.55,6.44,0.0,93.77,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, type projet C01",3,74,2178.05,396.07,18.18,23.97,0.0,98.27,0
AGREGE-4-PAYS,2006-2009,2006,2009,"tous instruments, type projet C01",4,74,2178.05,520.65,23.9,27.94,0.0,100.0,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, appui budgetaire A01/A02",0,2,99.96,86.33,86.37,87.31,77.64,96.98,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, appui budgetaire A01/A02",1,2,99.96,86.33,86.37,87.31,77.64,96.98,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, appui budgetaire A01/A02",2,2,99.96,86.33,86.37,87.31,77.64,96.98,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, appui budgetaire A01/A02",3,2,99.96,86.33,86.37,87.31,77.64,96.98,0
AGREGE-4-PAYS,2006-2009,2006,2009,"prets ODA, appui budgetaire A01/A02",4,2,99.96,86.33,86.37,87.31,77.64,96.98,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, toutes modalites",0,419,12758.91,1350.17,10.58,70.05,0.0,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, toutes modalites",1,419,12758.91,2355.77,18.46,98.13,13.51,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, toutes modalites",2,419,12758.91,3553.37,27.85,98.29,27.56,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, toutes modalites",3,419,12758.91,4855.38,38.05,98.45,35.19,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, toutes modalites",4,419,12758.91,6200.54,48.6,98.59,49.32,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, toutes modalites",0,39,3557.9,340.07,9.56,0.0,0.0,0.01,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, toutes modalites",1,39,3557.9,820.7,23.07,6.91,0.0,35.44,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, toutes modalites",2,39,3557.9,1171.42,32.92,16.21,0.0,62.1,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, toutes modalites",3,39,3557.9,1440.74,40.49,24.86,4.75,93.28,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, toutes modalites",4,39,3557.9,1656.6,46.56,50.35,9.38,93.28,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, toutes modalites",0,329,298.22,79.11,26.53,91.0,11.93,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, toutes modalites",1,329,298.22,111.96,37.54,98.79,37.01,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, toutes modalites",2,329,298.22,142.79,47.88,98.79,57.57,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, toutes modalites",3,329,298.22,164.99,55.33,98.79,70.98,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, toutes modalites",4,329,298.22,172.22,57.75,98.95,75.46,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, type projet C01",0,33,3270.56,89.86,2.75,0.0,0.0,0.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, type projet C01",1,33,3270.56,534.4,16.34,2.36,0.0,10.79,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, type projet C01",2,33,3270.56,885.13,27.06,9.17,0.0,54.75,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, type projet C01",3,33,3270.56,1154.45,35.3,15.46,0.44,75.5,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, type projet C01",4,33,3270.56,1370.3,41.9,31.61,0.44,86.06,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, type projet C01",0,233,250.33,65.46,26.15,87.5,7.67,99.07,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, type projet C01",1,233,250.33,93.25,37.25,98.79,38.49,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, type projet C01",2,233,250.33,118.64,47.39,98.79,56.82,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, type projet C01",3,233,250.33,133.64,53.38,98.79,70.98,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"dons ODA, type projet C01",4,233,250.33,139.56,55.75,98.79,74.5,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, type projet C01",0,298,6149.29,248.02,4.03,64.15,0.0,99.07,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, type projet C01",1,298,6149.29,898.82,14.62,96.28,9.58,99.87,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, type projet C01",2,298,6149.29,1413.32,22.98,98.29,17.97,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, type projet C01",3,298,6149.29,2286.68,37.19,98.29,34.11,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"tous instruments, type projet C01",4,298,6149.29,2711.1,44.09,98.29,39.22,100.0,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, appui budgetaire A01/A02",0,6,287.34,250.21,87.08,99.9,24.87,100.33,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, appui budgetaire A01/A02",1,6,287.34,286.29,99.64,99.9,98.17,100.33,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, appui budgetaire A01/A02",2,6,287.34,286.29,99.64,99.9,98.17,100.33,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, appui budgetaire A01/A02",3,6,287.34,286.29,99.64,99.9,98.17,100.33,0
AGREGE-4-PAYS,2010-2013,2010,2013,"prets ODA, appui budgetaire A01/A02",4,6,287.34,286.29,99.64,99.9,98.17,100.33,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, toutes modalites",0,336,14564.81,2236.45,15.36,21.45,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, toutes modalites",1,336,14564.81,5516.94,37.88,67.55,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, toutes modalites",2,336,14564.81,6687.16,45.91,77.83,2.28,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, toutes modalites",3,336,14564.81,7832.15,53.77,88.78,4.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, toutes modalites",4,336,14564.81,8463.05,58.11,92.59,11.79,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, toutes modalites",0,51,6132.03,1360.97,22.19,0.0,0.0,15.57,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, toutes modalites",1,51,6132.03,2263.15,36.91,0.34,0.0,75.37,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, toutes modalites",2,51,6132.03,2555.93,41.68,8.74,0.0,85.86,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, toutes modalites",3,51,6132.03,2836.6,46.26,30.92,0.15,94.18,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, toutes modalites",4,51,6132.03,3040.99,49.59,45.17,0.33,94.84,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, toutes modalites",0,226,654.63,69.95,10.69,60.35,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, toutes modalites",1,226,654.63,101.1,15.44,91.31,10.26,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, toutes modalites",2,226,654.63,154.07,23.54,95.82,21.92,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, toutes modalites",3,226,654.63,216.06,33.0,98.53,30.35,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, toutes modalites",4,226,654.63,268.73,41.05,98.53,40.32,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, type projet C01",0,44,5512.14,1035.34,18.78,0.0,0.0,0.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, type projet C01",1,44,5512.14,1647.02,29.88,0.0,0.0,10.73,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, type projet C01",2,44,5512.14,1939.8,35.19,6.18,0.0,34.26,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, type projet C01",3,44,5512.14,2220.47,40.28,19.86,0.0,45.8,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, type projet C01",4,44,5512.14,2424.86,43.99,31.6,0.0,60.16,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, type projet C01",0,155,468.62,61.45,13.11,40.12,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, type projet C01",1,155,468.62,86.67,18.5,68.35,0.13,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, type projet C01",2,155,468.62,134.94,28.79,78.9,6.94,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, type projet C01",3,155,468.62,192.47,41.07,96.41,14.28,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"dons ODA, type projet C01",4,155,468.62,242.81,51.81,96.41,17.04,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, type projet C01",0,247,10973.13,1251.26,11.4,0.43,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, type projet C01",1,247,10973.13,2421.53,22.07,22.7,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, type projet C01",2,247,10973.13,3472.33,31.64,43.65,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, type projet C01",3,247,10973.13,4503.31,41.04,59.54,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"tous instruments, type projet C01",4,247,10973.13,5116.9,46.63,61.3,0.0,100.0,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",0,7,619.89,325.63,52.53,100.0,47.18,104.96,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",1,7,619.89,616.13,99.39,100.0,96.74,104.96,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",2,7,619.89,616.13,99.39,100.0,96.74,104.96,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",3,7,619.89,616.13,99.39,100.0,96.74,104.96,0
AGREGE-4-PAYS,2014-2017,2014,2017,"prets ODA, appui budgetaire A01/A02",4,7,619.89,616.13,99.39,100.0,96.74,104.96,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, toutes modalites",0,405,9275.9,889.49,9.59,22.74,0.0,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, toutes modalites",1,405,9275.9,2059.97,22.21,65.63,0.0,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, toutes modalites",2,405,9275.9,2757.66,29.73,82.92,2.81,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, toutes modalites",3,405,9275.9,3605.03,38.86,89.28,4.35,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, toutes modalites",4,302,6528.35,3006.78,46.06,95.84,5.82,100.0,103
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, toutes modalites",0,35,2356.02,148.45,6.3,0.0,0.0,2.61,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, toutes modalites",1,35,2356.02,357.35,15.17,8.98,0.0,99.03,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, toutes modalites",2,35,2356.02,581.7,24.69,30.87,0.0,99.21,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, toutes modalites",3,35,2356.02,644.67,27.36,48.35,0.0,99.21,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, toutes modalites",4,28,2058.52,662.63,32.19,53.15,1.06,98.63,7
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, toutes modalites",0,262,1196.33,73.02,6.1,29.48,0.0,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, toutes modalites",1,262,1196.33,121.79,10.18,65.6,2.66,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, toutes modalites",2,262,1196.33,190.68,15.94,80.53,8.66,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, toutes modalites",3,262,1196.33,242.22,20.25,86.69,12.02,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, toutes modalites",4,194,509.28,169.49,33.28,95.61,20.95,100.0,68
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, type projet C01",0,25,2110.59,42.86,2.03,0.0,0.0,0.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, type projet C01",1,25,2110.59,111.51,5.28,0.0,0.0,9.64,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, type projet C01",2,25,2110.59,335.87,15.91,2.81,0.0,46.29,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, type projet C01",3,25,2110.59,398.83,18.9,3.61,0.0,52.42,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, type projet C01",4,20,1864.49,467.47,25.07,5.35,0.24,78.06,5
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, type projet C01",0,192,974.59,45.31,4.65,19.24,0.0,89.5,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, type projet C01",1,192,974.59,90.84,9.32,47.01,0.0,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, type projet C01",2,192,974.59,158.27,16.24,62.22,3.34,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, type projet C01",3,192,974.59,209.1,21.46,73.88,3.34,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"dons ODA, type projet C01",4,135,295.49,138.64,46.92,86.63,0.0,100.0,57
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, type projet C01",0,310,7193.7,412.58,5.74,6.24,0.0,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, type projet C01",1,310,7193.7,1004.43,13.96,38.58,0.0,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, type projet C01",2,310,7193.7,1542.52,21.44,57.55,0.0,100.0,0
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, type projet C01",3,310,7193.7,2154.05,29.94,68.48,0.0,100.0,0
