item_id,country,source_id,source_version,route,expected_item,expected_count,financial_semantics,date_semantics,retention,disposition,country_owner
zaf-zaf-jetp-political-declaration-2021,ZAF,zaf-jetp-political-declaration-2021,8726b157774774fd5ec1404668c504593bae573f8809f57419fda155f092ea87,pdf,Political Declaration on the Just Energy Transition in South Africa,1,pledge_not_operation_finance,publication_date_not_event_date,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-kfw-jetp-project-profile,ZAF,zaf-kfw-jetp-project-profile,5c2698a22e51b3fd6ab6a1eb26e1b13e87e89eccfe9582e85992a3467c44d0ea,html,Support for a just energy transition,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-murp-afdb-2026,ZAF,zaf-murp-afdb-2026,a9385e879af5f88511324674b8b12345cea23bc3dd0fbc8eae3b02a11e57cf33,html,African Development Bank approves USD 400 million loan for Mpumalanga municipal utility reform,1,announced_finance_or_event,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-ntcsa-transmission-plans,ZAF,zaf-ntcsa-transmission-plans,69ebf7763d572ccdb0c6e23636c51338b4975f998ba3b85d69b85a6971a0a198,html,Transmission Development Plans,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-pcc-jet-ip,ZAF,zaf-pcc-jet-ip,d1fb46a6d723758aeb2b320ed732a90ff37dbbdc75da91cd3a1cdacd2a52c214,html,South Africa's Just Energy Transition Investment Plan,1,discovery_or_snapshot,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-cape-town-grid-uk-pact,ZAF,zaf-project-cape-town-grid-uk-pact,9350eb6365ee644dfedf58b35b8c1d6c1ff6bf6ebe286b8f59902d65161dc441,html,City of Cape Town Grid Regulation - UK PACT Skill-Share,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-cpd4e-germany,ZAF,zaf-project-cpd4e-germany,74a2d07e621d4f3b456d23678833cbcd21a6bccf03820c59e16235373e07d040,html,Career Path Development for Employment (CPD4E) (Germany),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-energy-one-stop-shop-uk-pact,ZAF,zaf-project-energy-one-stop-shop-uk-pact,8c8ddbb8f29f7c8ae49b9f34f946301ac75458e740c39dbf49ab81f50fc9bac4,html,Energy One Stop Shop - UK PACT Skill-Share,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-h2sa-ptx-hub-germany,ZAF,zaf-project-h2sa-ptx-hub-germany,4de791102aeda24945d9fbe7834409af40368940c3c80358a09c1cc6d24922c1,html,Promoting the development of a green hydrogen sector in South Africa (H2.SA) and International PtX Hub South Africa (Germany),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-just-sa-germany,ZAF,zaf-project-just-sa-germany,2f09219b51f4db2bee7e3a9a6a340da7654e2d1f0d8649de9ba03a78b1e05d48,html,Just Transition to a Decarbonised Economy for South Africa (JUST SA) (Germany),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-just-transition-framework-france,ZAF,zaf-project-just-transition-framework-france,d7b80fd7d7b122d878f907057e294e1c890215d788e9a135562056a0a72df228,html,Implementation of the Just Transitions Framework (France),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-lessons-best-practices-uk,ZAF,zaf-project-lessons-best-practices-uk,f430e953bd45429a63ae07d27801a2afc861e151cafd4fc948f7b8116fff6c85,html,Distilling the Just Energy Transition in South Africa - Lessons Learned and Best Practices (UK),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-mining-ghost-towns-france,ZAF,zaf-project-mining-ghost-towns-france,3569ee7951a74ab9ac9a3a2478053d12dd9e4ada10d977685c717089e892e00a,html,Revitalization of Mining Ghost Towns (France),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-mpumalanga-pathways-uk,ZAF,zaf-project-mpumalanga-pathways-uk,c1e98dbc781f899a0326dac79dc6452962917ea3d305b1d88dcebd076a722dba,html,Mapping Mitigation and Adaptation Pathways for Mpumalanga (UK),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-nomzamo-agri-village,ZAF,zaf-project-nomzamo-agri-village,17dadaab38c5eb181c7e9e98b27a948f17ea6aaf9b4979b71d3b0443e2a104c2,html,"Sustainable local development in Nomzamo Agri Village, Ermelo, Mpumalanga",1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-report-nomzamo-2025,ZAF,zaf-project-report-nomzamo-2025,0886a413cff31cc6c38d2d3629be4a5c6362ad09b1018f9ab0790cd05f0da1cc,pdf,Impact case study Sustainable local development in Nomzamo Agri Village,1,operator_status_or_reported_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-sagen-germany,ZAF,zaf-project-sagen-germany,707a3a6f6be714b4e3e77f8033efd46ad55cf73a8c3469994bd795fc035865f9,html,South African-German Energy Programme (SAGEN) (Germany),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-project-social-policies-france,ZAF,zaf-project-social-policies-france,b35d0a68d8d129fa811eaa3ba97a20a74a1f43cd13b7c61f7a7a56433d737d90,html,The Role of Social Policies in the Framework for Just Transition (France),1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-world-bank-eskom-jet-p177398,ZAF,zaf-world-bank-eskom-jet-p177398,24af1e58886d85708b6c567ebdff768d86a6f553ea77ab3d1df022d79b083bc8,html,Eskom Just Energy Transition Project,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-zandkopsdrift-eu-2025,ZAF,zaf-zandkopsdrift-eu-2025,11031d1813653f92ef83efcb8e3d38d8cd11994cf17708253d2caa402581130e,html,Zandkopsdrift rare earths and battery grade manganese strategic project,1,approval_not_disbursement,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
zaf-zaf-zandkopsdrift-operator,ZAF,zaf-zandkopsdrift-operator,ca4bc0004ddb2a60e5bac8fb11e091ae5440ede040bd03ac5835ddac2fdc4f4f,html,The Zandkopsdrift Project,1,project_profile_not_finance,source_date_semantics_review_required,raw_byte_dvc_then_review,admitted,0818
