ordinal,project_id,official_unique_id,project_name,portfolios,funding_partners,funding_instrument,amount_pledged_original,currency_pledged,amount_reported_usd,amount_reported_zar,implementation_status,register_financing_agreement_label,source_id,document_sha256,locator,disposition,date_role,transition_date,payment_amount,eligible_for_account
208,zaf-register-uk071,UK071,Renewable Energy and Green Hydrogen for Health Clinics in South Africa,Electricity,United Kingdom,Grants,672628,GBP,847511.28,15000949.656,C. Implementation Phase,2025-01-04T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK071",unadmitted_candidate,register_date_label_retained_not_transition,,,false
209,zaf-register-uk072,UK072,"BII's investment through fund investments in NOA Group, SolarAfrica Energy and Wetility",Electricity,United Kingdom,"Commercial Debt, Equity & Guarantees",2400000,USD,2400000,42480000,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK072",unadmitted_candidate,register_date_label_retained_not_transition,,,false
210,zaf-register-uk073,UK073,Feasibility Study for an Integrated Waste to Energy Complex in eThekwini,Electricity,United Kingdom,Grants,462000,GBP,582120,10303524,C. Implementation Phase,2025-07-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK073",unadmitted_candidate,register_date_label_retained_not_transition,,,false
211,zaf-register-uk074,UK074,Strengthening South Africa's renewable energy transition,Skills,United Kingdom,Grants,,GBP,,0,A. Planned,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK074",unadmitted_candidate,register_date_label_retained_not_transition,,,false
212,zaf-register-uk075,UK075,Revego,Electricity,United Kingdom,"Commercial Debt, Equity & Guarantees",43000000,USD,43000000,761100000,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK075",unadmitted_candidate,register_date_label_retained_not_transition,,,false
213,zaf-register-uk076,UK076,"Accelerating Climate Action in Johannesburg: CAP Review, Stakeholder engagement and Dashboard development",Municipalities,United Kingdom,Grants,292549,GBP,368611.74,6524427.8,C. Implementation Phase,2025-10-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK076",unadmitted_candidate,register_date_label_retained_not_transition,,,false
214,zaf-register-uk077,UK077,Advancing Sodium-Ion Battery Technology for South Africa's Sustainable Energy,Electricity,United Kingdom,Grants,,,0,0,C. Implementation Phase,,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID UK077",unadmitted_candidate,register_date_label_retained_not_transition,,,false
215,zaf-register-us001,US001,JT-Mpumalanga Community Development: SME Blended Finance Support,JT-Mpumalanga,United States,Grants,4000000,USD,238000,4198320,C. Implementation Phase,2023-07-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US001",unadmitted_candidate,register_date_label_retained_not_transition,,,false
216,zaf-register-us002,US002,JT-Mpumalanga Skills Development: TVET Reskilling Support,JT-Mpumalanga,United States,Grants,5000000,USD,0,0,B. Approved,2024-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US002",unadmitted_candidate,register_date_label_retained_not_transition,,,false
217,zaf-register-us003,US003,JT-Mpumalanga Community Development: Civic Engagement in Mpumalanga,JT-Mpumalanga,United States,Grants,5000000,USD,0,0,B. Approved,2023-04-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US003",unadmitted_candidate,register_date_label_retained_not_transition,,,false
218,zaf-register-us004,US004,JT-Mpumalanga Skills Development: Electricity Sector Skills Strengthening,JT-Mpumalanga,United States,Grants,15000000,USD,2670000,47098800,C. Implementation Phase,2023-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US004",unadmitted_candidate,register_date_label_retained_not_transition,,,false
219,zaf-register-us006,US006,JT-Mpumalanga Research: Coal Ash Beneficiation and Land Repurposing,JT-Mpumalanga,United States,Grants,550000,USD,48534,856139.76,C. Implementation Phase,2024-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US006",unadmitted_candidate,register_date_label_retained_not_transition,,,false
220,zaf-register-us007,US007,Electricity Research Programme,Electricity,United States,Grants,300000,USD,35664.8,629127.072,C. Implementation Phase,2024-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US007",unadmitted_candidate,register_date_label_retained_not_transition,,,false
221,zaf-register-us008,US008,Electricity Grid Infrastructure Programme,Electricity,United States,Grants,300000,USD,35664.8,629127.072,C. Implementation Phase,2024-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US008",unadmitted_candidate,register_date_label_retained_not_transition,,,false
222,zaf-register-us009,US009,Electricity Technical Assistance Programme,Electricity,United States,Grants,300000,USD,35664.8,629127.072,C. Implementation Phase,2024-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US009",unadmitted_candidate,register_date_label_retained_not_transition,,,false
223,zaf-register-us010,US010,Municipal Climate Resilience Programme,Municipalities,United States,Grants,300000,USD,35664.8,629127.072,C. Implementation Phase,2024-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US010",unadmitted_candidate,register_date_label_retained_not_transition,,,false
224,zaf-register-us011,US011,Municipal Climate Resilience Programme,Municipalities,United States,Grants,300000,USD,35664.8,629127.072,C. Implementation Phase,2024-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US011",unadmitted_candidate,register_date_label_retained_not_transition,,,false
225,zaf-register-us012,US012,Electricity Grid Infrastructure Programme,Electricity,United States,Grants,250000,USD,250000,4410000,D. Completed,2024-05-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US012",unadmitted_candidate,register_date_label_retained_not_transition,,,false
226,zaf-register-us013,US013,Electricity Energy Storage Project,Electricity,United States,Grants,1364834,USD,0,0,C. Implementation Phase,2023-10-04T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US013",unadmitted_candidate,register_date_label_retained_not_transition,,,false
227,zaf-register-us014,US014,Green Hydrogen Development Programme,Electricity,United States,Grants,8635166,USD,420712,7421359.680000001,C. Implementation Phase,2021-11-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US014",unadmitted_candidate,register_date_label_retained_not_transition,,,false
228,zaf-register-us015,US015,Green Hydrogen Infrastructure Development,Electricity,United States,Grants,974746,USD,974746,17194519.44,C. Implementation Phase,2022-08-22T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US015",unadmitted_candidate,register_date_label_retained_not_transition,,,false
229,zaf-register-us017,US017,JT-Mpumalanga Community Development: Social Ownership Pilot,JT-Mpumalanga,United States,Grants,4000000,USD,600000,10584000,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US017",unadmitted_candidate,register_date_label_retained_not_transition,,,false
230,zaf-register-us018,US018,Municipalities Technical Assistance Programme,Municipalities,United States,Grants,1000000,USD,330000,5821200,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US018",unadmitted_candidate,register_date_label_retained_not_transition,,,false
231,zaf-register-us019,US019,Green Hydrogen Infrastructure Development,Green hydrogen,United States,Grants,51420,USD,51420,907048.8,D. Completed,2023-04-03T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US019",unadmitted_candidate,register_date_label_retained_not_transition,,,false
232,zaf-register-us020,US020,Skills Research Programme,Skills,United States,Grants,500000,USD,0,0,C. Implementation Phase,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US020",unadmitted_candidate,register_date_label_retained_not_transition,,,false
233,zaf-register-us021,US021,Electricity Technical Assistance Programme,Electricity,United States,Grants,580000,USD,580000,10231200,D. Completed,2023-01-02T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US021",unadmitted_candidate,register_date_label_retained_not_transition,,,false
234,zaf-register-us022,US022,Electricity Grid Infrastructure Programme,Electricity,United States,Grants,117637,USD,117637,2075116.6800000002,D. Completed,2022-04-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US022",unadmitted_candidate,register_date_label_retained_not_transition,,,false
235,zaf-register-us023,US023,Municipal Climate Resilience Programme,Electricity,United States,Grants,544291,USD,544291,9601293.24,D. Completed,2021-10-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US023",unadmitted_candidate,register_date_label_retained_not_transition,,,false
236,zaf-register-us024,US024,Electricity Solar Energy Project,Electricity,United States,Grants,82331,USD,82331,1452318.84,D. Completed,2021-10-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US024",unadmitted_candidate,register_date_label_retained_not_transition,,,false
237,zaf-register-us026,US026,Municipal Climate Resilience Programme,Municipalities,United States,Grants,289656,USD,289656,5109531.84,D. Completed,2022-07-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US026",unadmitted_candidate,register_date_label_retained_not_transition,,,false
238,zaf-register-us027,US027,Municipal Climate Resilience Programme,Municipalities,United States,Grants,38718,USD,38718,682985.52,D. Completed,2023-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US027",unadmitted_candidate,register_date_label_retained_not_transition,,,false
239,zaf-register-us028,US028,Municipal Climate Resilience Programme,Municipalities,United States,Grants,579075,USD,579075,10214883,D. Completed,2023-04-03T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US028",unadmitted_candidate,register_date_label_retained_not_transition,,,false
240,zaf-register-us029,US029,Municipal Climate Resilience Programme,Municipalities,United States,Grants,1746097,USD,1746097,30801151.080000002,D. Completed,2021-10-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US029",unadmitted_candidate,register_date_label_retained_not_transition,,,false
241,zaf-register-us030,US030,Municipalities Solar Energy Project,Municipalities,United States,Grants,227368,USD,227368,4010771.52,D. Completed,2022-10-03T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US030",unadmitted_candidate,register_date_label_retained_not_transition,,,false
242,zaf-register-us031,US031,Municipal Climate Resilience Programme,Municipalities,United States,Grants,9219,USD,9219,162623.16,D. Completed,2023-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US031",unadmitted_candidate,register_date_label_retained_not_transition,,,false
243,zaf-register-us032,US032,Municipalities Technical Assistance Programme,Municipalities,United States,Grants,210699,USD,210699,3716730.3600000003,D. Completed,2022-10-03T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US032",unadmitted_candidate,register_date_label_retained_not_transition,,,false
244,zaf-register-us033,US033,Skills Infrastructure Development,Skills,United States,Grants,449743,USD,449743,7933466.5200000005,D. Completed,2022-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US033",unadmitted_candidate,register_date_label_retained_not_transition,,,false
245,zaf-register-us034,US034,Skills Capacity Development Initiative,Skills,United States,Grants,1617041,USD,1617041,28524603.240000002,D. Completed,2022-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US034",unadmitted_candidate,register_date_label_retained_not_transition,,,false
246,zaf-register-us035,US035,Municipal Climate Resilience Programme,Municipalities,United States,Grants,286850,USD,286850,5060034,D. Completed,2022-03-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US035",unadmitted_candidate,register_date_label_retained_not_transition,,,false
247,zaf-register-us037,US037,Municipal Climate Resilience Programme,Electricity,United States,Grants,550000,USD,550000,9702000,D. Completed,2022-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US037",unadmitted_candidate,register_date_label_retained_not_transition,,,false
248,zaf-register-us038,US038,Municipal Climate Resilience Programme,Skills,United States,Grants,81507,USD,81507,1437783.48,D. Completed,2023-01-02T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US038",unadmitted_candidate,register_date_label_retained_not_transition,,,false
249,zaf-register-us039,US039,Skills Development Programme,Skills,United States,Grants,1400000,USD,550000,9702000,C. Implementation Phase,2024-10-04T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID US039",unadmitted_candidate,register_date_label_retained_not_transition,,,false
250,zaf-register-afdb001,AFDB001,South Africa - Just Energy Transition Skilling for Employment (JET SEP) Programme -Technical Assistance,Skills,AfDB,Grants,1000000,USD,1000000,17700000,C. Implementation Phase,2025-06-12T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID AFDB001",unadmitted_candidate,register_date_label_retained_not_transition,,,false
251,zaf-register-afdb002,AFDB002,South Africa - Just Energy Transition (Jet) Jobs First: Gender and Social Inclusion,JT-Mpumalanga,AfDB,Grants,479325,USD,479325,8484052.5,C. Implementation Phase,2024-09-12T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID AFDB002",unadmitted_candidate,register_date_label_retained_not_transition,,,false
252,zaf-register-afdb003,AFDB003,"South Africa - Support to the creation of a jet funding platform to promote inclusion, transparency and enterprise",JT-Mpumalanga,AfDB,Grants,616275,USD,616275,10908067.5,B. Approved,2026-02-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID AFDB003",unadmitted_candidate,register_date_label_retained_not_transition,,,false
253,zaf-register-afdb004,AFDB004,SOUTH AFRICA - Infrastructure Governance and Green Growth Programme (IGGGP),Electricity,AfDB,Policy Loans,474640000,USD,474640000,8401128000,C. Implementation Phase,2025-07-24T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID AFDB004",unadmitted_candidate,register_date_label_retained_not_transition,,,false
254,zaf-register-sp001,SP001,"In 2024, Spain approved two feasibility studies related to the energy sector",Electricity,Spain,Grants,2700000,USD,2700000,47790000,D. Completed,2024-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID SP001",unadmitted_candidate,register_date_label_retained_not_transition,,,false
255,zaf-register-idc001,IDC001,Salary Sacrifice (Salsac) Diagnostic Assessment for NEV Uptake,NEVs,IDC,Grants,1500000,ZAR,84745.76271186442,1500000,A. Planned,2026-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID IDC001",unadmitted_candidate,register_date_label_retained_not_transition,,,false
256,zaf-register-idc002,IDC002,NEV Skills Stock Take Assessment (2020-2025),NEVs,IDC,Grants,1000000,ZAR,56497.17514124294,999999.9999999999,A. Planned,2026-01-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID IDC002",unadmitted_candidate,register_date_label_retained_not_transition,,,false
257,zaf-register-idc003,IDC003,NEV Mobility Ecosystem Study: TOWARDS UNLOCKING THE NEV VALUE CHAIN FOR AFRICA,NEVs,IDC,Grants,4449695,ZAR,251395.197740113,4449695,D. Completed,2023-12-01T00:00:00,zaf-jet-investment-register-q1-2026,5b5d6442da4e9e57b3c83b7bfc04a19135b2c5bf750c2480685d9d084dc093f4,"Overall - Data, Unique ID IDC003",unadmitted_candidate,register_date_label_retained_not_transition,,,false
