line_id,Unique ID,Project Name,Portfolios,Purpose,Priority Areas,Funder/Source,Funding Instrument,Disbursement Channel,Co-Financing: Name,Currency: Pledged,Amount: Pledged,Total US$,Total ZAR,Funding Partners,Implementing Entity,Institutional / South African Partner,Beneficiary,Status,Project Description,Date of Financing Agreement Signed*,End Date
zaf-jet-investment-register-q1-2026-overall-data-201,UK064,Energy Efficiency Infrastructure Development,Energy Efficiency,Infrastructure,"UK-IFC Market Accelerator for Green Construction (MAGC) Programme - ""“ Capital Investment",,Grants,,,USD,4350000,4350000,76995000,United Kingdom,IFC and First Rand Bank,"Financial Intermediaries, Green building developers, policy-makers.","Commercial and industrial developers, for the benefit of Small and medium enterprises (SMEs)",C. Implementation Phase,"This is another tranche of grant funding blended with IFC loan funding for enregy efficient buildings - this time housing. IFC committed US$250 million to First Rand Bank to support the bank's expansion of EDGE certified green buildings, including green affordable housing and low-to-middle income housing. This investment was a milestone for MAGC, marking the first project with a specific housing carve-out that integrated climate and gender.",2024-05-24T00:00:00,2031-05-24T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-202,UK065,Red Sands BESS,Electricity,Infrastructure,Storage,"British International Investment through Globeleq (70% BII, 30% Norfund)","Commercial Debt, Equity & Guarantees",,"Africa Rainbow Energy, Absa, Standard Bank",USD,18200000,18200000,322140000,United Kingdom,Globeleq,NTCSA,NTCSA,C. Implementation Phase,"153 MW/612 MWh Red Sands battery energy storage project (BESS). Located near Upington in South Africa's Northern Cape, the Red Sands BESS will span approximately five hectares and supply electricity to NTCSA under a 15-year power purchase agreement. The project includes significant upgrades to Eskom and NTCSA's grid infrastructure and will help ease transmission and distribution congestion in the region.",2025-06-19T00:00:00,2025-06-19T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-203,UK066,DTIC Energy One Stop Shop (EOSS),Electricity,Technical Assistance,Streamlining renewable energy project applications,,Grants,,,GBP,265411,334417.86,5919196.1219999995,United Kingdom,Camnexus and Greencrowd,,,D. Completed,"DTIC Energy One Stop Shop expert deployment (UK PACT - Part 2: The DTIC's Energy One Stop Shop (EOSS) initiative seeks to streamline applications for renewable energy projects through a Single Window Application Process (SWAP), addressing critical barriers to clean energy adoption. This UK PACT project aims to integrate municipal authorisation processes into the SWAP functional specifications. The project will enable an integrated application process for new energy projects, taking into account municipal approval processes and capacities, to enable municipal authorisation of new energy projects through the SWAP.",2024-11-06T00:00:00,2025-11-14T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-204,UK067,Developing Scenarios for Climate-informed Economic Pathways through Stakeholder Dialogues,JT-Mpumalanga,Studies/research,Consensus building on climate-informed economic pathways,,Grants,,,GBP,492652,620741.52,10987124.904,United Kingdom,Economic Development Partnership,,,C. Implementation Phase,"Developing Scenarios for Climate-informed Economic Pathways through Stakeholder Dialogues (UK PACT): This project aims to develop clear, accessible communication to foster consensus on climate-informed economic pathways, engaging stakeholders across government, business, labour, and civil society. The project will translate complex decarbonisation scenarios into understandable development pathways, ensuring they align with the needs of different sectors, including marginalised communities. Through collaborative engagement, the project will support policy and regional action while building stakeholder networks. Thie project will yield key insights and decision pathways for the Mpumalanga province, based on its unique vulnerability.",2025-02-10T00:00:00,2026-03-26T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-205,UK068,Just Municipal Embedded Generation (JMEG),Electricity,Technical Assistance,,,Grants,,,GBP,1000000,1260000,22302000,United Kingdom,ICLEI Africa,,,C. Implementation Phase,"Just Municipal Embedded Generation (UK PACT): The JMEG project will provide the critical early-stage preparation support and build off the successes and lessons learnt from the AFMEG project (previously supported by UK PACT). Through AFMEG, four solar-PV embedded generation projects were designed to meet the needs of the participating local municipalities and the requirements of DBSA's Project Preparation Unit, a feat not achieved by any South African municipality prior to AFMEG. The JMEG project aims to (i) to deepen the support provided to three AFMEG municipalities and provide specific and detailed assistance to enable them to progress further in the due diligence stage; and (ii) to support three additional South African municipalities, harnessing the lessons learnt under AFMEG and adding new and innovative components, with an essential focus on scaling the impact.",2024-11-25T00:00:00,2027-03-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-206,UK069,"Standard Bank Green Building Finance Expansion (MAGC ""“ South Africa)",Energy Efficiency,Infrastructure,"UK-IFC Market Accelerator for Green Construction (MAGC) Programme - ""“ Capital Investment",,Grants,,,USD,4800000,4800000,84960000,United Kingdom,IFC and Standard Bank of South Africa,"Financial Intermediaries, Green building developers, policy-makers.","Commercial and industrial developers, for the benefit of Small and medium enterprises (SMEs)",C. Implementation Phase,"This is another tranche of grant funding blended with IFC loan funding to Standard Bank of South Africa Limited to support the growth of SBSA's EDGE-certified (or equivalent green certification acceptable to IFC) green building finance and green home loan portfolios in South Africa. The UK's contribution for this tranch is $4,800,000 which will be blended for investment. IFC committed US$250 million senior unsecured loan, with a 7-year tenor. The deal was committed in the form of a PBI, which will help accelerate the implementation of the Bank's green building strategy and catalyze the supply and demand of certified green buildings in South Africa. The PBI will be passed on to developers and buyers of certified green properties to partially offset the incremental greening and certification costs after such costs have been incurred. IFC will also provide Advisory Services to the Bank in the form of capacity building and technical support on EDGE certification.",2025-02-17T00:00:00,2032-02-17T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-207,UK070,"Nedbank Green Building Finance Expansion (MAGC ""“ South Africa)",Energy Efficiency,Infrastructure,"UK-IFC Market Accelerator for Green Construction (MAGC) Programme - ""“ Capital Investment",,Grants,,,USD,3800000,3800000,67260000,United Kingdom,IFC and Nedbank,"Financial Intermediaries, Green building developers, policy-makers.","Commercial and industrial developers, for the benefit of Small and medium enterprises (SMEs)",C. Implementation Phase,"This is another tranche of grant funding blended with IFC loan funding to Nedbank Limited to support the expansion of the Bank's EDGE-certified (or equivalent green certification acceptable to the International Finance Corporation (IFC)) green building finance portfolio in South Africa. The UK's contribution for this tranch is $3,800,000 which will be blended for investment. IFC committed US$200 million senior unsecured loan with an up to 7-year tenor. The deal was committed in the form of a PBI, which will help accelerate the implementation of the Bank's green building strategy and catalyze the supply and demand of certified green buildings in South Africa. The PBI will be passed on to developers and buyers of certified green properties to partially offset the incremental greening and certification costs after such costs have been incurred.",2025-03-31T00:00:00,2032-03-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-208,UK071,Renewable Energy and Green Hydrogen for Health Clinics in South Africa,Electricity,Infrastructure,,,Grants,,,GBP,672628,847511.28,15000949.656,United Kingdom,Stellae Energy,Resilience Energy (SA),Western Cape Healthcare Clinics,C. Implementation Phase,"Innovate UK, Zero Emission Generators Programme (ZE-Gen), DESNZ, Ayrton Fund: Demonstration Project is to utilise Solar PV electricity during daytime to produce Green Hydrogen as an Energy Carrier able to be transported to remote energy users at Western Cape Healthcare Clinics where the hydrogen will be used with fuel cells and a small Solar PV/Battery system to produce electricity in lieu of expensive, emissions intensive diesel power generation. The objective is to provide economic, reliable, zero emission electricity for these clinics.",2025-01-04T00:00:00,2026-03-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-209,UK072,"BII's investment through fund investments in NOA Group, SolarAfrica Energy and Wetility",Electricity,Socio-economic investments,,British International Investment,"Commercial Debt, Equity & Guarantees",,,USD,2400000,2400000,42480000,United Kingdom,,,"NOA Group, SolarAfrica Energy, Wetility",C. Implementation Phase,"BII's fund investment in infrastructure and climate funds in Africa has supported fund investment into NOA, SolarAfrica Energy and Wetility which provides increased access to renewable energy power to commercial, industrial and residential consumers of South Africa.",,
zaf-jet-investment-register-q1-2026-overall-data-210,UK073,Feasibility Study for an Integrated Waste to Energy Complex in eThekwini,Electricity,Project preparation,,,Grants,,,GBP,462000,582120,10303524,United Kingdom,,"Zwelamanzi Trading, Rampox Energy","eThekwini Metropolitan Municipality, local residents",C. Implementation Phase,"UKPACT Feasibility Study for an Integrated Waste to Energy Complex in eThekwini Summary: The project aims to assess the feasibility aspects of establishing an Integrated Waste to Energy Complex (IWEC) in eThekwini Metropolitan Municipality. Project Objectives: ""¢ Assess the technical feasibility of establishing an Integrated Waste to Energy Complex (IWEC) in eThekwini Metropolitan Municipality. ""¢ Evaluate the financial viability of the proposed IWEC project. ""¢ Examine the legal and regulatory framework relevant to the development and operation of the IWEC. ""¢ Analyse the environmental impact and sustainability of the IWEC. ""¢ Optimise the project for commercial, environmental, and socio-economic outcomes. ""¢ Develop a comprehensive business case to support the intervention. ""¢ Position the project for funding acquisition and implementation readiness.",2025-07-01T00:00:00,2026-06-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-211,UK074,Strengthening South Africa's renewable energy transition,Skills,Technical Assistance,,,Grants,,,GBP,,,0,United Kingdom,,,,A. Planned,"This UK""¯PACT funded initiative spans July""¯2025""“June""¯2026, and aims to strengthen South Africa's renewable energy transition through market intelligence, skills development and strategic implementation support to the South African Renewable Energy Masterplan (SAREM). The project entails 3 distinct areas of support, with the following objectives: ""¢ Support to EWSETA, on the PowerUp Platform: Expand and automate the PowerUp platform to include new stakeholder modules (industry associations, SETAs, social compact partners) and new technology streams (green hydrogen, EV mobility, energy storage), communications and engagement campaign to boost adoption of the platform. ""¢ Support to DTIC to produce market intelligence reports (MIRs) on renewables, minerals, and EV components, with the goal to enhance investment into key just transition manufacturing sectors. ""¢ Support DoEE's implementation of the South African Renewable Energy Masterplan (SAREM): pipeline publication, local content targets, procurement opportunities, pilot community-led models.",,
zaf-jet-investment-register-q1-2026-overall-data-212,UK075,Revego,Electricity,Infrastructure,,British International Investment,"Commercial Debt, Equity & Guarantees",,Alexander Forbes,USD,43000000,43000000,761100000,United Kingdom,,,Revego Africa Energy Fund,C. Implementation Phase,"BII investment in Revego Africa Energy Fund (""Revego"" or ""RAEF""), a YieldCo focused on South Africa. By investing in operational renewable power assets, Revego provides much-needed liquidity to the secondary market without which the capital market cannot effectively function. This liquidity allows early-stage players to recycle their capital from operational assets into new greenfield projects and can also crowd-in new players to the sector. This will help reduce greenhouse gas (GHG) emissions and accelerate South Africa's transition to a low-carbon economy.",,
zaf-jet-investment-register-q1-2026-overall-data-213,UK076,"Accelerating Climate Action in Johannesburg: CAP Review, Stakeholder engagement and Dashboard development",Municipalities,Technical Assistance,,,Grants,,,GBP,292549,368611.74,6524427.8,United Kingdom,Sustainable Energy Africa (SEA),City of Johannesburg,"City of Johannesburg, residents",C. Implementation Phase,"UKPACT CoJ CAP: This project supports Johannesburg's climate resilience and just energy transition through two integrated workstreams: (1) updating the City's Climate Action Plan (CAP) to accelerate decarbonisation and inclusive climate governance, and (2) focuses on institutionalising risk-informed spatial planning and enhancing municipal capacity for climate adaptation through the implementation of MetroView. More broadly, it contributes to improved evidence-based planning by supporting (a) the development of city-scale emissions inventories to monitor progress and inform actions, and (b) the integration of MetroView as a tool for spatial decision-making.",2025-10-01T00:00:00,2026-09-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-214,UK077,Advancing Sodium-Ion Battery Technology for South Africa's Sustainable Energy,Electricity,Studies/research,,,Grants,,,,,0,0,United Kingdom,"Imperial College London, Coventry University",CSIR,,C. Implementation Phase,"Transforming Energy Access (TEA) platform: Advancing Sodium-Ion Battery Technology for South Africa's Sustainable Energy. This one-year project is a collaborative initiative between the Council for Scientific and Industrial Research (CSIR) in South Africa, Imperial College London and Coventry University, funded by the UK Government's Transforming Energy Access (TEA) platform. The aim is to develop a prototype 'all-African' sodium-ion battery cell, made from raw materials sourced within South Africa, including vanadium for the cathode and biochar for the anode. The project will leverage CSIR's advanced energy storage testing facilities in Pretoria, including their indoor energy storage testbed and battery materials development laboratory, under the leadership of Dr. Malewane Modibedi and her research team. The initiative seeks to provide affordable, sustainable, and locally manufactured energy storage solutions for both grid and off-grid applications, supporting South Africa's energy transition and resilience.",,
zaf-jet-investment-register-q1-2026-overall-data-215,US001,JT-Mpumalanga Community Development: SME Blended Finance Support,JT-Mpumalanga,Community organisational development,Diversifying local economies,,Grants,,,USD,4000000,238000,4198320,United States,TBD,TBD,TBD,C. Implementation Phase,SME Support: Catalytic grant funding to be deployed in a blended finance structure using first loss capital and/or investment fund support to leverage private capital and de-risk investment in SMEs in Mpumalanga.,2023-07-01T00:00:00,2027-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-216,US002,JT-Mpumalanga Skills Development: TVET Reskilling Support,JT-Mpumalanga,Technical Assistance,"Skills, Just Mpumalanga",,Grants,,,USD,5000000,0,0,United States,TBD,TBD,TBD,B. Approved,"TVET Support: Technical assistance to provide skills training (reskilling, upskilling and new skills) to impacted workers and communitities in Mpumalanga.",2024-12-01T00:00:00,2029-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-217,US003,JT-Mpumalanga Community Development: Civic Engagement in Mpumalanga,JT-Mpumalanga,Community organisational development,Just Mpumpalanga,,Grants,,,USD,5000000,0,0,United States,TBD,TBD,TBD,B. Approved,JETP Civic Engagement in Mpumalanga: Activity focused on informing and engaging communities in Mpumalanga on JETP and preparing communities to actively participate in decision-making around the transition.,2023-04-01T00:00:00,2028-04-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-218,US004,JT-Mpumalanga Skills Development: Electricity Sector Skills Strengthening,JT-Mpumalanga,Technical Assistance,Variety,,Grants,,,USD,15000000,2670000,47098800,United States,Chemonics,"NTCSA, Coega SEZ, City of Cape Town, Western Cape Pronicial Government, SALGA, others","NTCSA, Coega SEZ, City of Cape Town, Western Cape Pronicial Government, SALGA, others",C. Implementation Phase,"Electricity Sector Strengthening: Technical Assistance Grant program focused on electricity sector strengthening, including municipal support for energy planning and renewable energy skills training.",2023-11-01T00:00:00,2028-11-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-219,US006,JT-Mpumalanga Research: Coal Ash Beneficiation and Land Repurposing,JT-Mpumalanga,Studies/research,Repurposing coal plants and coal mining land,,Grants,,,USD,550000,48534,856139.76,United States,"US State Department, US Geological Survey, US Department of Energy National Energy Technology Laboratory (NETL)","CIMERA, UJ",Eskom,C. Implementation Phase,"Coal Ash Beneficiation: Support for remediation and repurposing of coal mining land in Mpumalanga by creating a circular economy around coal ash beneficiation that will support repurposing efforts at Eskom's upcoming coal-fired power plants to be decommissioned (Hendrina, Grootvlei, and Camden). Specifically, these funds will support: (i) a mine waste in construction pilot project, building off a current Eskom project, using legacy coal fly ash for cement, building material, and mine backfill; (ii) a rare earth elements (REE) feasibility study analyzing the supply chain for critical minerals; and (iii) training and education activities related to worker safety.",2024-03-01T00:00:00,2025-07-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-220,US007,Electricity Research Programme,Electricity,Studies/research,All,,Grants,,,USD,300000,35664.8,629127.072,United States,Lawrence Berkley National Lab (LBNL) and US National Renewable Energy Lab (NREL),TBD,TBD,C. Implementation Phase,Electricity Decarbonization Investment Assessment: Scenario analysis aimed at determining optimum pathways to deploy clean energy technologies and assess the abatement costs of various strategies in support of JET-IP's investment decisions.,2024-03-01T00:00:00,2025-07-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-221,US008,Electricity Grid Infrastructure Programme,Electricity,Studies/research,Transmission,,Grants,,,USD,300000,35664.8,629127.072,United States,Lawrence Berkley National Lab (LBNL) and US National Renewable Energy Lab (NREL),TBD,TBD,C. Implementation Phase,"Transmission Assessment: Needs Analysis to determine additional contextual barriers and challenges of electrificiation vis a vis Transmission infrastrucutre, and provide the technical support for South Africa to develop a roadmap to adopt electro-technologies and expand utility-scale renewable energy capacity in end-use sectors as enabled by an expanded transmission system.",2024-03-01T00:00:00,2025-07-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-222,US009,Electricity Technical Assistance Programme,Electricity,Technical Assistance,"Solar PV, Wind, Batteries",,Grants,,,USD,300000,35664.8,629127.072,United States,Lawrence Berkley National Lab (LBNL) and US National Renewable Energy Lab (NREL),TBD,TBD,C. Implementation Phase,Renewable Energy Integration: Activites to build on established and substantial co-operation among U.S. and South African partners through the Global Power System Transformation Consortium (G-PST).,2024-03-01T00:00:00,2025-07-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-223,US010,Municipal Climate Resilience Programme,Municipalities,Capacity development / training,Revenue Management,,Grants,,,USD,300000,35664.8,629127.072,United States,Lawrence Berkley National Lab (LBNL) and US National Renewable Energy Lab (NREL),TBD,South African municpalities,C. Implementation Phase,"Municipal Energy Planning: Training to municipalities on topics identified in the JET-IP such as resource planning, modernized distribution grid operation and governance, appropriate ancillary services, publicly owned renewable electricity generation and procurement, appropriate local large and distributed embedded generation, demand-side management (DSM), investment in new energy vehicles (NEV) and strategic off-grid renewable generation.",2024-03-01T00:00:00,2025-07-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-224,US011,Municipal Climate Resilience Programme,Municipalities,Technical Assistance,Capability and Capacity,,Grants,,,USD,300000,35664.8,629127.072,United States,Lawrence Berkley National Lab (LBNL) and US National Renewable Energy Lab (NREL),TBD,South African municpalities,C. Implementation Phase,Municipal Revenue Management Support: Technical assistance to municipalities to revise tariff structures to better align their revenue raising process with the country decarbonization objectives.,2024-03-01T00:00:00,2025-07-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-225,US012,Electricity Grid Infrastructure Programme,Electricity,Studies/research,Transmission,,Grants,,,USD,250000,250000,4410000,United States,US Commercial Law Development Program (CLDP),MoEE,"MoEE, National Treasury, others",D. Completed,"Transmission PPPs: Support to PMU; scope still being determined but can training & capacity building on private sector transmission options and opportunities, including legal and regulatory mapping and gap analysis, and the development of contracting capacity, leveraging the Understanding Power Transmission Financing handbook.",2024-05-01T00:00:00,2026-01-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-226,US013,Electricity Energy Storage Project,Electricity,Technical Assistance,Transmission,,Grants,,,USD,1364834,0,0,United States,Power Engineers,Eskom,Eskom,C. Implementation Phase,"Eskom Transmission Grant: In July 2023, USTDA awarded a technical assistance grant to Eskom to explore innovative technologies that can transform power delivery and increase the transmission grid's capacity to absorb new, renewable sources of energy generation and reduce the frequency of power cuts across the country. Eskom selected Idaho-based POWER Engineers, Inc., to conduct the technical assistance. The technical assistance will explore three distinct areas of technology that are critical near-term priorities for South Africa's grid: artificial intelligence tools for system stability, energy storage systems and market modeling for cross-border energy trading structures. The technical assistance will assess the applicability and effectiveness of each technology and approach in South Africa. https://www.ustda.gov/ustda-eskom-partner-on-transmission-grid-transformation/",2023-10-04T00:00:00,2027-07-11T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-227,US014,Green Hydrogen Development Programme,Electricity,Technical Assistance,VARIETY,,Grants,,,USD,8635166,420712,7421359.680000001,United States,US Trade and Development Agency (USTDA),TBD,TBD,C. Implementation Phase,"Project Preparation Funding and Technical Assistance Grants: For feasibility studies, technical assistance, and pilot projects in the clean energy and transportation sectors. Can support technologies such as clean and renewable power generation, including green hydrogen; solar minigrids and distributed renewable energy resources; energy storage through hydrogen fuel cells, batteries and other storage strategies; smart grid for electricity transmission and distribution, including dynamic utility infrastructure; energy efficiency and demand-side management; electric vehicle infrastructure; and advanced clean energy technologies that are commercially deployed or have been successfully piloted.",2021-11-01T00:00:00,2027-11-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-228,US015,Green Hydrogen Infrastructure Development,Electricity,Infrastructure,,,Grants,,,USD,974746,974746,17194519.44,United States,US Trade and Development Agency (USTDA),"Municipalities, others","Municipal Officials and other Key stakeholders (IPPO, etc.)",C. Implementation Phase,"USTDA Clean Energy and Climate Infrastructure Event Series: As part of the Clean Energy and Climate Infrastructure Event Series that promotes cooperation between the U.S. and South African public and private sectors on topics such as transmission and distribution, green hydrogen, and municipal energy, USTDA hosted an RTM in February 2024, where a South African delegation traveled to Texas and California to learn about U.S. innovation when it comes to Green Hydrogen. The RTM followed a green hydrogen workshop in South Africa between October 31 and November 1, 2022. The second workshop on Smart Transmission is scheduled to take place June 18-19 in Johannesburg, and the second RTM on municipal energy is set to convene in October.",2022-08-22T00:00:00,2027-09-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-229,US017,JT-Mpumalanga Community Development: Social Ownership Pilot,JT-Mpumalanga,Community organisational development,Piloting social ownership models,,Grants,,,USD,4000000,600000,10584000,United States,TBD,IPP Office,Local communities where REIPPP projects are developed,C. Implementation Phase,USAID Power to the People,2022-01-01T00:00:00,2027-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-230,US018,Municipalities Technical Assistance Programme,Municipalities,Technical Assistance,Operational: Demand-side management,,Grants,,,USD,1000000,330000,5821200,United States,Lawrence Berkley National Lab (LBNL),DMRE,DMRE,C. Implementation Phase,Energy Efficiency & Demand Side Management Programming,2022-01-01T00:00:00,2022-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-231,US019,Green Hydrogen Infrastructure Development,Green hydrogen,Infrastructure,Infrastructure,,Grants,,,USD,51420,51420,907048.8,United States,"DOE, USAID, DMRE",DMRE,DMRE,D. Completed,DMRE Support on Development of a Framework for a Just Transition to a Green Hydrogen Economy,2023-04-03T00:00:00,2024-03-29T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-232,US020,Skills Research Programme,Skills,Studies/research,Electricity Sector,,Grants,,,USD,500000,0,0,United States,Winrock International,,,C. Implementation Phase,"The Department of State, Bureau of Energy Resources' Power Sector Program Accelerating Women's Empowerment in Energy (AWEE) project -is providing small grants to local organizations to address the barriers to women's entry, promotion, and retention in South Africa's clean energy sector.",2022-01-01T00:00:00,2025-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-233,US021,Electricity Technical Assistance Programme,Electricity,Technical Assistance,Electricity Sector,,Grants,,,USD,580000,580000,10231200,United States,Lion's Head Global Partners,Decentral Energy,IPP Developer,D. Completed,"USAID ""Invest"": Mobilization of $33.5 million in private sector investment for clean energy in South Africa",2023-01-02T00:00:00,2023-08-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-234,US022,Electricity Grid Infrastructure Programme,Electricity,Infrastructure,Transmission,,Grants,,,USD,117637,117637,2075116.6800000002,United States,Deloitte,Eskom,IPPs needing to evacuate power;RE project developers gaining access to transmission and ability to sell power to private off-takers,D. Completed,1. Eskom Transmission Infrastructure Funding Options Report 2. Support to SANEDI or Eskom with the development of a roadmap for establishing an ISMO or DSMO 3. Industry knowledge building: private sector financing of transmission grids,2022-04-01T00:00:00,2025-09-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-235,US023,Municipal Climate Resilience Programme,Electricity,Studies/research,Distribution,,Grants,,,USD,544291,544291,9601293.24,United States,"Deloitte, with CSIR",CSIR,"Eskom, CSIR",D. Completed,1. ESKOM - Mini-grid Development Support via CSIR Microgrid Centre of Excellence 2. Assistance to South African Municipalities with Distribution Concessions 3. Assessment of the viability of a distribution concession at a selected municipality,2021-10-01T00:00:00,2024-03-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-236,US024,Electricity Solar Energy Project,Electricity,Studies/research,New PV,,Grants,,,USD,82331,82331,1452318.84,United States,Deloitte,"City of Cape Town, South African Developers","City of Cape Town, South African Developers",D. Completed,1. Assessment of barriers and enablers to rooftop solar uptake in South Africa 2.Ad hoc transaction support for South African energy companies 3. Transaction support for C&I plant development,2021-10-01T00:00:00,2024-03-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-237,US026,Municipal Climate Resilience Programme,Municipalities,Capacity development / training,Building capacity for success,,Grants,,,USD,289656,289656,5109531.84,United States,Deloitte,SALGA,Municipalities,D. Completed,"1.JET Municipality Readiness and Awareness 2. JET coordination support and awareness raising 3. SA municipality customer education activity (revenue improvement, EE, RE) 4. Community engagement for JET in Mpumalanga 5. SALGA and SAEP support program to Mpumalanga municipalities",2022-07-01T00:00:00,2024-03-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-238,US027,Municipal Climate Resilience Programme,Municipalities,Infrastructure,Infrastructure: Distribution maintenance,,Grants,,,USD,38718,38718,682985.52,United States,Deloitte,SALGA,Municipalities,D. Completed,SALGA: Municipality network optimization for technical loss reduction,2023-03-01T00:00:00,2024-03-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-239,US028,Municipal Climate Resilience Programme,Municipalities,Infrastructure,Infrastructure: Electrification backlog,,Grants,,,USD,579075,579075,10214883,United States,Deloitte,SALGA,"Kouga, Msukaligwa (Mpamalanga), Emalahleni, and Polokwane",D. Completed,1. SALGA municipality support off/on grid electrification 2. SALGA municipality support Electrification Project Management 3. DMRE Support for Integrated National Electrificiation Plan (INEP) - Electricity Master Planning 4. Options for scaling SHS and other off-grid solutions in South Africa,2023-04-03T00:00:00,2024-03-29T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-240,US029,Municipal Climate Resilience Programme,Municipalities,Technical Assistance,Capability and capacity,,Grants,,,USD,1746097,1746097,30801151.080000002,United States,Deloitte,SALGA,Municipalities,D. Completed,"All other municipalities: 1. SALGA project finance fundamentals refresher training for municipalities 2. SALGA ""“ Municipality energy strategy and plan support 3. SALGA knowledge product for JET 4. Support municipalities with approaches and required activities for entering into long-term PPAs with IPPs 5. Musina-Makhado Special Economic Zone (MMSEZ) project finance training 6. Follow-on project finance support to SALGA municipalities 7. SALGA Assist municipalities to assess the viability of deploying battery storage and other new technologies in their systems 8. Transaction support to City Power 9. Power project development support for municipalities",2021-10-01T00:00:00,2024-03-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-241,US030,Municipalities Solar Energy Project,Municipalities,Technical Assistance,Capability and capacity,,Grants,,,USD,227368,227368,4010771.52,United States,Deloitte,"Western Cape Provinical Government, City of Cape Town","Western Cape Provinical Government, City of Cape Town",D. Completed,"City of Cape Town support technical assistance to support: 1. tariff design for IPPs 2. Financial modelling input to 10MW Atlantis Solar Feasibility Study 3. High level pre-feasibility of a 60MWac Solar PV Facility at the Paardevlei site, Somerset-West 4. Energy project transaction support to catalyze investment 5. Energy planning support for load shedding mitigation 6. Risk and commercial review of draft final PPA",2022-10-03T00:00:00,2023-03-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-242,US031,Municipal Climate Resilience Programme,Municipalities,Technical Assistance,Collective planning,,Grants,,,USD,9219,9219,162623.16,United States,Deloitte,Municipalities,Municipalities,D. Completed,JET Municipal Integration Support,2023-02-01T00:00:00,2024-03-29T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-243,US032,Municipalities Technical Assistance Programme,Municipalities,Technical Assistance,Revenue Management,,Grants,,,USD,210699,210699,3716730.3600000003,United States,Deloitte,SALGA and DBSA,Municipalities,D. Completed,"1. SAEP and DBSA collaboration, 2. SALGA - Revenue Management 3. SALGA knowledge product for revenue management",2022-10-03T00:00:00,2023-03-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-244,US033,Skills Infrastructure Development,Skills,Infrastructure,Skills hub for JET,,Grants,,,USD,449743,449743,7933466.5200000005,United States,Deloitte,"Various - Eskom, SALGA, Municipal Officials","Women, Municipalities",D. Completed,1. JET Capacity-building for Women in Energy (Phases 1 and 2) 2. Establishing a Women's JET Champions Learning Network,2022-03-01T00:00:00,2024-04-02T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-245,US034,Skills Capacity Development Initiative,Skills,Capacity development / training,Renewable Energy Skills,,Grants,,,USD,1617041,1617041,28524603.240000002,United States,Deloitte with Knowledge Pele,EWSETA & Mpumalanga TVETs,"Women, EWSETA",D. Completed,TVET support: JET technical training to women in electrical /RE field Phases 1 and 2,2022-03-01T00:00:00,2024-04-02T00:00:00
